,YearsCodePro,PreviousSalary,ComputerSkills,YearsCodeBeforePro,LabelEmploymentStatus
13346,33,192400.0,10,12,1
13347,7,16164.0,13,4,0
13348,7,27025.0,14,3,1
13349,3,6500.0,4,2,0
13351,10,39324.0,22,5,1
13352,1,4944.0,5,1,0
13353,2,15564.0,11,3,1
13354,7,90312.0,12,4,0
13355,13,220000.0,10,12,0
13356,11,36036.0,15,3,1
13357,0,36324.0,19,11,1
13358,6,34800.0,18,8,1
13361,0,115500.0,15,2,0
13362,25,161550.0,5,13,0
13363,8,49344.0,25,3,1
13364,33,85000.0,12,5,0
13365,17,56460.0,3,5,0
13366,23,156000.0,35,2,1
13367,1,115000.0,9,7,0
13368,6,220000.0,22,4,1
13369,4,54672.0,12,1,0
13370,4,115000.0,8,2,0
13371,3,64287.0,14,5,0
13372,6,135000.0,16,5,1
13373,12,45401.0,52,4,1
13374,5,33120.0,20,1,1
13376,5,44028.0,15,2,1
13377,25,100000.0,9,10,1
13378,5,38784.0,26,5,1
13379,2,42345.0,1,14,0
13380,20,54455.0,11,3,0
13381,5,38592.0,16,4,0
13382,2,90804.0,14,5,1
13383,5,48830.0,11,1,0
13384,35,108548.0,6,1,0
13385,25,45241.0,5,4,0
13386,3,19452.0,22,4,1
13387,31,180963.0,15,7,1
13388,5,38400.0,36,5,1
13389,12,46183.0,5,3,0
13391,3,27312.0,16,5,0
13392,3,11016.0,10,2,0
13393,9,121000.0,13,9,1
13394,9,50806.0,3,6,0
13395,4,33732.0,28,2,1
13396,21,94539.0,14,9,1
13397,20,115000.0,34,18,1
13398,15,113447.0,6,5,1
13399,2,6600.0,24,6,1
13400,18,70264.0,14,18,1
13401,20,65799.0,12,12,1
13402,3,64287.0,10,2,0
13403,25,50806.0,5,5,0
13404,5,7908.0,10,3,0
13405,11,54000.0,16,6,1
13406,37,208000.0,12,8,1
13408,15,36324.0,12,5,0
13409,1,18156.0,9,6,0
13410,7,48000.0,27,7,1
13411,6,65000.0,8,5,0
13412,3,51704.0,15,1,0
13413,11,51708.0,30,4,1
13416,7,31608.0,12,3,0
13417,3,14889.0,2,4,0
13418,7,13962.0,6,5,0
13419,21,162147.0,13,12,0
13420,27,64859.0,18,3,1
13421,30,45396.0,18,7,1
13422,2,70000.0,12,4,1
13423,7,64859.0,3,8,0
13424,4,49160.0,20,3,1
13425,3,11867.0,16,4,1
13426,13,101649.0,23,3,1
13427,5,27241.0,11,5,0
13428,10,180000.0,16,5,1
13429,10,150000.0,10,11,0
13430,5,6468.0,11,3,1
13431,17,110000.0,19,4,1
13432,1,5585.0,12,5,1
13434,3,11436.0,10,7,0
13435,6,15120.0,11,4,1
13436,15,12360.0,9,10,0
13437,10,39132.0,12,4,0
13438,25,33300.0,13,10,1
13439,6,68068.0,32,12,1
13440,2,42158.0,19,5,1
13441,3,38928.0,6,7,1
13442,0,11328.0,2,6,0
13444,8,43239.0,14,4,1
13445,18,151263.0,18,7,1
13446,0,2856.0,11,5,0
13447,11,36193.0,8,9,0
13449,4,36000.0,16,11,1
13450,15,48660.0,29,2,1
13451,15,32988.0,22,5,1
13452,20,54049.0,27,10,1
13453,2,23364.0,13,8,0
13454,10,21996.0,6,5,0
13455,4,36.0,18,1,1
13456,20,175000.0,21,1,1
13457,4,18060.0,8,5,0
13458,0,8400.0,5,5,0
13459,10,9624.0,28,8,1
13460,5,60000.0,15,2,1
13461,12,35676.0,11,4,0
13462,16,155000.0,15,3,1
13463,6,90758.0,14,9,1
13464,30,24744.0,9,4,0
13465,6,154000.0,4,8,0
13466,1,20760.0,23,3,1
13467,0,11652.0,21,4,1
13468,7,18432.0,15,5,1
13469,14,58368.0,14,4,1
13470,12,54049.0,22,4,1
13471,11,36444.0,10,5,0
13473,5,160000.0,6,5,0
13474,0,3576.0,12,3,1
13475,10,43392.0,27,3,1
13476,2,10992.0,11,5,1
13477,13,60000.0,20,8,1
13478,28,195000.0,5,7,0
13480,6,36000.0,14,9,1
13482,6,41412.0,17,4,1
13485,17,37080.0,28,5,1
13486,3,22800.0,18,2,1
13489,4,52942.0,11,3,1
13490,8,85000.0,14,2,0
13491,2,16800.0,18,5,1
13492,15,42000.0,17,3,1
13493,3,48644.0,13,5,1
13494,4,80000.0,23,3,1
13498,7,52942.0,6,13,0
13499,3,5652.0,15,2,0
13500,1,132400.0,18,8,1
13501,2,2184.0,1,3,0
13502,30,118000.0,11,2,1
13503,10,57267.0,15,7,0
13505,15,86478.0,18,10,1
13506,16,82008.0,7,2,0
13507,17,27492.0,11,3,0
13508,1,5616.0,21,4,1
13509,7,34650.0,7,3,0
13510,20,175000.0,8,5,0
13511,0,11328.0,13,8,1
13512,32,150000.0,14,8,0
13513,0,9877.0,11,4,0
13514,10,21996.0,14,4,1
13515,8,120000.0,24,4,1
13517,9,8400.0,13,5,1
13518,5,70000.0,19,15,1
13519,25,11676.0,9,5,1
13520,11,6876.0,10,3,1
13521,20,77831.0,11,7,1
13522,2,32429.0,6,1,0
13523,30,121980.0,18,5,1
13524,3,35672.0,7,5,0
13525,8,53976.0,27,4,1
13526,8,13740.0,13,7,1
13527,17,30240.0,9,3,1
13531,0,11724.0,12,8,0
13532,5,19776.0,4,5,0
13533,8,50000.0,14,6,0
13535,20,107000.0,9,10,1
13536,5,63564.0,15,6,1
13537,12,72800.0,12,8,0
13538,6,16548.0,13,2,1
13539,11,151337.0,19,2,0
13540,5,83057.0,13,4,1
13541,16,19728.0,12,4,0
13542,15,127061.0,21,10,1
13543,11,20892.0,15,2,1
13544,20,51000.0,14,5,0
13545,5,1621.0,16,3,1
13546,5,121572.0,14,8,0
13549,6,25131.0,17,4,1
13550,7,51891.0,9,10,0
13551,0,38778.0,5,6,0
13552,16,48660.0,14,2,0
13553,25,25944.0,14,14,1
13554,15,19512.0,19,2,1
13555,8,27492.0,19,7,1
13556,42,56700.0,5,3,0
13557,2,85000.0,11,5,0
13558,6,140000.0,14,1,1
13559,30,220000.0,19,5,1
13560,3,28248.0,5,2,0
13562,10,43239.0,23,8,1
13563,8,19092.0,34,1,1
13564,2,20943.0,9,1,0
13565,1,2484.0,18,1,1
13566,4,129718.0,14,4,0
13567,4,64860.0,9,4,1
13568,4,6876.0,15,4,0
13569,16,54000.0,12,4,1
13570,8,87960.0,14,5,0
13571,14,24744.0,22,6,1
13572,1,75000.0,18,9,1
13573,9,160000.0,22,3,1
13574,1,5268.0,10,2,0
13575,6,112456.0,10,4,0
13576,12,150000.0,20,11,1
13577,4,20100.0,18,2,1
13578,10,11856.0,17,4,1
13579,7,21996.0,23,9,1
13580,1,60000.0,9,1,0
13581,35,129259.0,13,8,1
13582,9,97308.0,20,4,1
13583,7,38778.0,12,4,0
13585,3,43239.0,15,5,1
13587,23,15876.0,12,2,0
13588,3,20796.0,6,4,0
13589,7,102000.0,11,8,1
13591,14,49308.0,21,2,0
13592,14,160000.0,10,9,1
13593,5,3816.0,17,3,1
13594,10,116896.0,9,10,0
13595,3,60000.0,17,1,0
13596,25,60752.0,17,17,1
13597,4,23844.0,11,8,1
13598,5,76789.0,16,2,0
13599,17,20568.0,12,4,0
13600,0,6156.0,12,2,1
13601,20,70264.0,11,14,0
13602,20,89189.0,6,18,1
13603,4,63168.0,23,1,1
13604,2,13416.0,8,1,0
13605,19,13740.0,11,5,0
13606,10,21192.0,15,1,1
13607,5,180000.0,10,5,0
13608,17,59676.0,11,6,1
13609,25,140000.0,12,15,1
13610,5,26496.0,10,4,0
13612,15,113447.0,15,1,1
13613,12,13404.0,24,9,1
13614,5,23904.0,18,1,1
13615,4,85908.0,19,3,1
13616,7,27574.0,9,8,0
13617,4,36324.0,18,6,1
13618,7,60000.0,31,3,1
13619,4,30000.0,22,2,1
13621,10,98321.0,13,5,0
13623,20,180000.0,9,5,0
13624,5,32429.0,18,6,1
13625,10,99828.0,11,5,0
13627,5,130000.0,24,4,1
13628,3,38916.0,15,3,1
13629,8,43239.0,14,8,1
13630,10,116333.0,18,8,1
13633,11,150000.0,16,6,1
13635,20,30240.0,36,10,1
13636,6,25932.0,17,3,1
13638,8,162000.0,8,3,0
13640,5,9696.0,9,1,0
13641,5,16410.0,11,4,1
13642,0,65000.0,12,2,0
13643,0,85000.0,14,6,0
13644,15,113000.0,8,5,1
13646,5,18000.0,17,2,1
13647,12,100000.0,20,8,1
13649,40,170000.0,5,5,0
13650,11,46116.0,16,3,1
13651,15,100000.0,27,15,1
13652,1,8400.0,10,5,1
13653,25,43239.0,17,10,1
13654,4,57292.0,13,1,1
13655,8,25000.0,21,2,1
13656,16,37834.0,8,14,0
13657,25,150000.0,6,15,0
13658,15,130000.0,19,5,1
13659,22,59454.0,30,18,1
13660,7,34591.0,7,7,0
13661,6,160000.0,17,4,0
13662,3,45241.0,17,7,1
13663,3,16500.0,18,3,1
13664,15,18996.0,10,5,1
13666,6,84707.0,12,4,0
13667,9,36753.0,8,7,0
13668,15,21192.0,13,2,0
13669,6,21072.0,16,1,1
13670,8,75000.0,10,3,1
13671,12,138202.0,16,2,1
13673,3,41508.0,14,5,1
13674,5,200000.0,28,2,1
13675,11,118100.0,13,7,1
13676,6,92964.0,9,7,0
13677,9,56211.0,41,11,1
13679,5,32316.0,10,9,0
13680,5,21120.0,35,3,1
13681,25,138366.0,9,10,1
13682,12,16000.0,17,3,1
13683,10,41597.0,15,10,1
13684,14,30000.0,12,6,0
13685,8,130000.0,12,2,0
13687,4,18150.0,6,3,0
13688,5,36000.0,20,3,1
13689,10,38928.0,20,4,1
13690,28,30372.0,1,7,0
13691,7,58368.0,15,8,1
13692,2,22056.0,10,4,0
13696,20,40032.0,8,5,0
13697,17,11544.0,2,2,0
13699,2,16860.0,10,3,1
13701,0,16164.0,17,10,1
13702,6,115000.0,12,2,0
13703,12,19776.0,14,3,0
13704,6,20340.0,32,4,1
13705,6,51429.0,54,4,1
13706,4,85000.0,11,3,1
13707,6,8556.0,9,8,1
13708,23,42816.0,20,7,1
13709,11,122796.0,12,4,1
13710,6,13404.0,22,3,1
13711,6,77831.0,13,1,0
13712,6,16035.0,16,2,1
13714,4,64859.0,21,6,1
13715,17,13620.0,6,4,0
13718,18,134000.0,22,2,1
13719,11,86500.0,33,13,1
13721,28,88632.0,22,7,1
13722,13,45000.0,23,3,1
13723,5,13020.0,7,11,0
13724,9,83236.0,11,15,0
13725,7,19452.0,18,3,1
13726,4,42009.0,18,3,1
13728,11,29400.0,24,5,1
13730,15,15888.0,14,2,1
13731,5,39228.0,21,5,1
13732,9,69183.0,8,2,0
13733,17,50268.0,20,2,1
13734,14,105000.0,28,6,1
13735,10,84000.0,11,5,0
13736,2,1702.0,14,6,0
13737,5,36753.0,26,1,1
13738,15,24540.0,20,2,1
13740,5,21948.0,10,5,0
13741,10,37834.0,20,8,1
13742,4,7200.0,11,2,0
13743,5,20943.0,7,3,0
13744,32,135000.0,13,1,0
13745,5,8076.0,19,4,1
13746,18,113000.0,19,3,1
13747,10,150000.0,14,5,1
13748,5,31608.0,10,2,1
13750,6,7752.0,16,2,1
13751,27,162147.0,18,10,1
13752,20,180000.0,20,15,1
13753,13,75002.0,20,12,1
13755,6,42956.0,11,10,0
13756,22,140000.0,15,4,0
13758,15,58800.0,22,4,1
13759,14,43239.0,19,12,1
13760,5,30240.0,20,5,1
13761,10,160000.0,6,30,0
13763,4,79776.0,22,8,1
13765,7,37632.0,31,5,1
13766,10,167552.0,2,8,0
13769,5,39324.0,31,3,1
13770,14,19250.0,24,1,1
13771,30,101649.0,15,10,1
13772,7,160000.0,15,3,1
13773,9,10536.0,14,3,1
13774,10,59454.0,12,3,0
13775,6,100000.0,11,8,0
13776,20,44320.0,45,10,1
13777,4,28578.0,8,5,0
13778,22,68068.0,10,12,1
13779,3,100000.0,11,2,1
13780,5,10596.0,12,1,0
13782,10,37992.0,17,9,0
13785,6,39600.0,25,3,1
13786,2,25128.0,19,3,1
13788,13,39996.0,11,7,1
13789,3,34908.0,11,1,0
13790,6,20784.0,11,6,0
13792,11,97848.0,23,7,1
13793,2,56250.0,27,5,1
13794,6,12144.0,13,1,1
13795,2,34620.0,17,3,1
13796,8,90000.0,7,6,0
13797,9,24744.0,14,3,0
13799,7,16754.0,13,7,0
13801,3,6696.0,10,4,0
13802,23,37834.0,13,7,1
13803,5,12000.0,18,3,1
13804,22,129250.0,14,2,1
13805,4,25944.0,9,2,0
13806,6,18000.0,17,4,1
13807,2,43715.0,24,7,1
13808,30,19452.0,9,5,1
13810,25,115784.0,18,10,1
13811,26,100000.0,20,4,1
13812,4,90000.0,6,8,0
13813,15,25944.0,29,15,1
13815,4,45241.0,13,2,1
13816,14,64850.0,30,13,1
13817,20,108000.0,13,3,1
13819,2,4128.0,9,5,0
13821,18,32429.0,8,5,0
13822,1,39328.0,5,1,0
13823,1,12600.0,13,3,0
13824,6,32316.0,15,6,1
13825,3,12000.0,10,2,0
13826,4,10000.0,17,6,1
13827,23,46704.0,7,2,0
13828,8,48644.0,19,4,1
13829,1,14256.0,13,2,0
13830,36,25088.0,34,4,1
13832,0,40000.0,12,10,1
13834,7,38916.0,17,8,1
13835,35,120000.0,17,5,1
13837,4,7116.0,9,1,0
13838,15,36819.0,18,2,1
13839,3,10680.0,20,2,1
13840,7,29196.0,19,8,1
13841,10,120000.0,14,2,0
13844,22,86000.0,9,9,1
13845,2,16752.0,13,1,0
13847,2,6876.0,11,2,0
13848,7,45564.0,26,1,1
13850,6,36444.0,19,7,1
13851,7,110000.0,15,5,1
13853,7,51960.0,14,3,1
13854,6,41568.0,23,3,1
13856,5,7536.0,16,6,1
13857,10,105072.0,9,2,1
13858,2,42656.0,7,1,0
13860,2,67500.0,10,3,0
13861,14,66716.0,17,2,1
13862,5,86976.0,10,7,0
13863,8,56460.0,21,3,0
13864,2,18060.0,12,2,0
13865,9,13740.0,12,4,1
13866,7,83194.0,15,3,1
13867,6,9773.0,19,11,1
13868,5,8006.0,20,6,1
13869,11,5585.0,14,7,1
13870,4,40704.0,21,1,1
13871,0,7248.0,12,3,0
13872,12,95000.0,15,2,1
13874,5,150000.0,14,3,0
13875,7,12408.0,19,2,1
13876,28,86478.0,12,2,1
13877,9,64859.0,11,1,1
13878,4,27492.0,19,2,1
13879,12,32316.0,26,5,1
13880,3,17316.0,14,2,1
13881,9,16488.0,18,1,0
13882,15,130000.0,5,15,0
13883,0,15000.0,14,1,1
13884,12,18000.0,33,3,1
13885,23,168000.0,3,2,0
13886,15,35546.0,21,6,1
13887,20,165000.0,18,3,1
13888,11,26604.0,30,5,1
13889,4,11724.0,11,2,0
13890,20,50592.0,18,2,1
13891,12,2956.0,20,3,1
13892,3,7416.0,19,5,1
13894,30,120000.0,10,10,1
13895,16,51888.0,10,3,0
13897,3,6492.0,17,8,1
13898,11,20616.0,21,3,1
13900,20,19464.0,11,17,0
13901,3,11940.0,22,2,1
13902,10,12924.0,13,5,1
13903,16,32429.0,7,4,0
13904,16,25944.0,18,14,1
13906,20,100000.0,13,4,1
13907,7,60000.0,19,3,1
13908,25,27240.0,11,3,1
13909,1,916.0,11,4,0
13910,5,31176.0,11,7,0
13911,6,16464.0,19,6,0
13912,4,16596.0,17,5,1
13913,20,29196.0,24,16,1
13914,5,57427.0,29,11,1
13915,5,37834.0,20,7,1
13917,4,3852.0,13,4,1
13918,18,162147.0,12,2,1
13919,5,52104.0,22,5,1
13920,5,200000.0,26,5,1
13922,2,11728.0,8,6,0
13923,5,42804.0,13,5,1
13925,10,73644.0,16,2,1
13926,5,51888.0,13,5,1
13927,3,175000.0,13,8,0
13928,8,27204.0,23,8,1
13929,6,34904.0,10,3,0
13932,5,55130.0,15,3,1
13934,21,21996.0,6,8,0
13935,20,29832.0,13,3,1
13936,7,7200.0,20,3,1
13937,4,41199.0,10,4,0
13938,7,36000.0,20,1,1
13939,0,24300.0,20,8,1
13940,6,110000.0,12,6,1
13942,8,46704.0,21,2,0
13943,4,46533.0,25,4,1
13944,15,86976.0,12,5,1
13945,11,16860.0,10,4,1
13946,9,54972.0,15,2,1
13947,27,150000.0,5,5,0
13948,8,115000.0,22,4,1
13949,17,67500.0,31,3,1
13950,13,77831.0,20,7,0
13951,6,27025.0,20,3,1
13952,25,60000.0,14,5,1
13954,20,63228.0,18,1,1
13955,20,19236.0,5,5,0
13956,5,88695.0,13,5,0
13957,14,60840.0,12,2,1
13958,20,105884.0,17,5,1
13959,2,15120.0,12,6,1
13960,6,20748.0,13,2,1
13961,6,35412.0,9,3,0
13962,10,64630.0,27,9,1
13963,9,108000.0,18,5,0
13964,5,60000.0,28,7,1
13965,10,115000.0,11,10,0
13966,4,13740.0,13,11,0
13967,36,160000.0,15,5,1
13968,20,50000.0,22,4,1
13969,2,25365.0,21,9,1
13970,5,25131.0,11,6,0
13971,15,125000.0,19,3,1
13972,24,168000.0,18,2,0
13973,9,39093.0,20,2,1
13974,1,5496.0,19,5,1
13975,24,99600.0,22,6,1
13976,4,6588.0,21,2,1
13977,15,35028.0,24,15,1
13978,17,35856.0,14,8,0
13980,24,79284.0,12,6,0
13981,15,30000.0,11,5,1
13982,3,19452.0,24,7,1
13983,9,40629.0,16,4,1
13984,4,5496.0,17,6,1
13985,6,34591.0,8,4,1
13988,9,102693.0,9,7,0
13989,20,30000.0,16,5,1
13990,5,120000.0,18,2,1
13991,12,42372.0,21,5,0
13992,15,75669.0,11,15,1
13994,5,77832.0,25,3,1
13995,10,23364.0,10,5,1
13996,3,63000.0,16,3,1
13997,20,27488.0,14,5,1
13998,10,102918.0,17,3,1
14000,12,15564.0,16,2,1
14001,15,36324.0,9,5,1
14002,15,65340.0,24,3,1
14004,4,12599.0,15,2,1
14005,5,143000.0,15,5,1
14006,12,33684.0,16,4,1
14007,8,15912.0,10,1,0
14008,2,17004.0,9,2,0
14009,17,150000.0,19,3,1
14010,38,96207.0,28,3,1
14011,2,11232.0,19,2,1
14012,5,6528.0,14,6,0
14013,5,40212.0,11,5,0
14014,12,51000.0,4,8,0
14015,9,1536.0,22,4,1
14016,13,19740.0,31,7,1
14018,13,99000.0,11,2,0
14019,4,4716.0,19,4,1
14020,5,11028.0,8,2,0
14021,4,60000.0,14,5,1
14022,6,48000.0,10,1,0
14023,11,55229.0,18,6,1
14024,7,120000.0,27,4,1
14025,15,146178.0,18,14,1
14026,6,48644.0,14,2,1
14028,3,24420.0,5,12,0
14029,10,17500.0,4,3,0
14030,5,12000.0,14,5,1
14031,20,106016.0,14,14,1
14032,20,145000.0,28,16,1
14033,4,80000.0,24,2,1
14035,1,14700.0,7,4,0
14037,7,200000.0,7,2,0
14038,3,116000.0,27,6,1
14039,17,72000.0,9,4,0
14040,40,77832.0,14,2,1
14041,4,21624.0,15,3,1
14042,10,75669.0,11,4,1
14043,11,51888.0,17,2,1
14044,10,60000.0,10,5,0
14046,9,160000.0,13,7,0
14047,15,150000.0,24,7,1
14048,4,18912.0,24,2,1
14049,8,73678.0,13,6,0
14052,30,27096.0,19,3,1
14053,5,21600.0,16,5,1
14054,5,14400.0,21,3,1
14055,3,46176.0,17,6,1
14056,1,50000.0,11,4,0
14057,3,4128.0,13,2,0
14058,10,120000.0,6,5,0
14059,22,59676.0,12,16,0
14060,5,19512.0,19,5,1
14061,5,27025.0,27,7,1
14062,25,41568.0,12,15,0
14064,4,6732.0,7,3,1
14065,3,8244.0,7,4,0
14066,14,124313.0,7,3,0
14067,8,99500.0,8,2,0
14068,7,42000.0,14,15,1
14069,10,12372.0,8,6,0
14070,3,60972.0,11,7,0
14071,4,34548.0,12,3,1
14072,4,86000.0,25,3,1
14073,10,16754.0,19,6,1
14076,4,23352.0,9,6,0
14079,40,60505.0,4,10,0
14080,9,94908.0,23,4,1
14081,24,159203.0,14,18,1
14082,8,140000.0,11,7,0
14083,13,86478.0,11,2,0
14085,1,5832.0,9,6,0
14086,25,64287.0,14,15,1
14087,14,108893.0,9,10,0
14088,9,10992.0,21,1,1
14089,16,202000.0,11,4,0
14090,8,6228.0,29,3,1
14091,8,55872.0,16,7,1
14092,6,44969.0,9,6,0
14093,4,19728.0,30,4,1
14094,3,7116.0,33,10,1
14095,2,43866.0,17,2,1
14096,4,10471.0,11,4,1
14097,6,58639.0,20,6,1
14099,3,60958.0,11,3,0
14100,2,30480.0,15,4,1
14101,7,71850.0,38,8,1
14102,0,38000.0,12,8,0
14103,12,77556.0,7,3,0
14104,2,1344.0,11,6,0
14105,15,23352.0,13,12,0
14107,6,4404.0,15,4,0
14108,2,28308.0,10,1,0
14109,3,51888.0,14,10,1
14110,10,64860.0,28,3,1
14111,5,24324.0,12,5,0
14112,10,33972.0,12,6,0
14114,10,63228.0,15,1,1
14118,11,86478.0,14,4,0
14119,3,51887.0,10,26,0
14120,4,21408.0,20,3,1
14121,7,150000.0,16,9,1
14122,15,19236.0,14,2,1
14123,2,114500.0,4,1,0
14124,5,11868.0,22,2,1
14126,10,43239.0,18,10,1
14127,27,36.0,18,6,1
14128,17,89929.0,20,1,1
14129,3,67500.0,25,7,1
14130,9,17616.0,13,4,1
14131,10,25224.0,36,5,1
14132,8,28308.0,8,9,0
14133,10,27923.0,9,4,0
14134,4,15600.0,24,2,1
14135,11,51658.0,18,5,1
14136,5,105072.0,14,3,1
14138,4,130000.0,20,2,1
14139,1,45000.0,11,11,1
14140,6,46908.0,21,4,1
14141,15,36192.0,5,5,0
14142,2,8244.0,6,2,0
14143,9,49448.0,12,13,0
14144,7,22339.0,28,4,1
14145,9,137000.0,27,1,1
14146,26,160000.0,12,4,0
14147,9,78912.0,30,3,1
14149,8,11292.0,7,4,0
14151,5,9888.0,17,5,0
14152,4,6283.0,11,2,1
14155,10,25128.0,8,2,0
14156,3,20760.0,11,9,0
14157,10,102102.0,19,5,1
14158,2,51636.0,8,6,0
14159,5,14400.0,19,5,1
14160,15,15564.0,8,4,1
14161,17,64859.0,40,13,1
14162,15,150000.0,34,6,1
14163,16,35052.0,15,9,1
14164,1,17520.0,19,4,1
14166,12,92270.0,8,9,0
14167,0,3852.0,14,7,1
14168,2,16008.0,25,2,1
14170,6,75631.0,10,4,1
14171,15,114396.0,19,5,0
14172,7,200000.0,22,3,1
14173,16,54972.0,22,5,1
14174,1,70000.0,13,4,1
14175,16,27492.0,12,2,1
14176,3,8436.0,49,4,1
14177,4,64859.0,7,6,0
14178,5,29088.0,9,3,0
14180,1,6876.0,3,4,0
14181,2,4128.0,9,3,0
14182,12,103774.0,33,2,1
14187,3,60505.0,10,5,0
14188,1,5568.0,1,12,0
14189,11,27240.0,11,4,0
14190,22,200000.0,4,8,0
14191,5,106000.0,8,5,0
14192,4,24648.0,18,11,1
14193,1,6156.0,5,5,0
14194,12,115000.0,11,1,1
14195,2,72000.0,6,1,0
14196,2,6708.0,17,3,1
14197,25,25860.0,14,11,1
14198,12,32712.0,7,6,0
14199,11,28800.0,9,4,0
14201,11,72426.0,12,14,0
14202,8,72642.0,6,5,0
14203,4,41232.0,13,2,0
14204,10,44400.0,11,8,0
14205,32,25944.0,8,5,1
14206,6,60000.0,13,2,1
14207,5,150000.0,10,5,0
14208,3,75631.0,4,8,0
14211,6,75000.0,20,8,0
14212,0,55000.0,13,2,1
14213,10,67548.0,15,5,0
14214,34,15126.0,16,16,1
14215,9,210000.0,7,2,0
14216,5,20244.0,13,5,1
14217,16,176412.0,7,5,0
14218,6,19440.0,25,6,1
14219,12,135000.0,38,1,1
14220,4,5928.0,13,3,0
14221,5,28596.0,20,5,1
14222,14,121979.0,9,4,1
14223,10,48000.0,28,2,1
14224,1,16284.0,12,2,0
14225,9,47563.0,15,7,1
14226,4,72500.0,12,4,0
14227,3,15358.0,10,4,0
14228,17,112392.0,16,1,0
14229,4,77000.0,13,6,1
14230,22,151337.0,6,15,0
14231,14,64859.0,15,16,1
14232,19,97400.0,10,5,1
14233,18,115000.0,21,2,1
14234,4,20952.0,21,4,1
14235,15,170000.0,9,5,0
14236,2,40860.0,23,4,1
14238,6,194577.0,8,4,0
14240,22,54480.0,21,12,1
14241,5,86000.0,13,5,1
14242,7,17652.0,26,3,1
14244,1,92000.0,10,5,0
14245,3,60000.0,10,7,1
14246,3,16754.0,11,7,1
14247,16,60000.0,15,2,1
14248,12,30716.0,11,4,0
14249,20,180000.0,11,5,0
14250,3,27923.0,13,4,0
14251,6,20016.0,11,2,0
14252,37,209000.0,9,4,0
14254,0,20000.0,12,4,1
14255,12,72000.0,12,4,0
14256,6,140000.0,21,5,1
14257,1,4128.0,14,4,1
14258,10,115000.0,19,10,1
14259,3,7092.0,18,3,1
14260,11,88489.0,16,4,0
14261,11,26736.0,14,2,0
14262,4,108.0,20,2,1
14263,12,106092.0,20,4,1
14264,11,48660.0,43,14,1
14265,6,45156.0,9,4,1
14266,6,13740.0,12,10,1
14267,2,24396.0,11,5,1
14268,6,3612.0,18,5,1
14270,9,5832.0,24,6,1
14272,20,41077.0,11,5,1
14273,10,138936.0,28,11,1
14274,19,38484.0,16,1,1
14276,5,34428.0,13,5,1
14277,4,19759.0,35,3,1
14278,3,20384.0,9,5,1
14279,8,28596.0,10,4,1
14280,22,51888.0,5,4,0
14281,6,44320.0,17,2,1
14282,3,82080.0,12,7,1
14283,9,68000.0,11,1,0
14285,8,103776.0,11,4,0
14286,10,86731.0,20,5,1
14287,11,40400.0,22,7,1
14289,10,140000.0,12,6,1
14290,1,10800.0,35,6,1
14291,6,44678.0,9,5,0
14293,9,10344.0,14,2,0
14294,40,64859.0,12,2,1
14295,10,64860.0,18,3,1
14296,1,16157.0,15,8,1
14297,4,41232.0,19,6,1
14298,19,56750.0,27,1,1
14299,4,98321.0,10,3,0
14300,1,15134.0,5,4,0
14301,8,135000.0,15,6,1
14302,3,16488.0,48,12,1
14303,18,13740.0,15,2,1
14304,14,97288.0,11,2,0
14305,15,28860.0,12,3,1
14306,7,185000.0,24,5,1
14307,18,32988.0,10,2,0
14308,2,41077.0,14,11,0
14309,14,150000.0,14,3,1
14310,3,32424.0,10,4,0
14311,3,17124.0,14,4,1
14312,7,103776.0,15,7,1
14313,13,64859.0,20,9,1
14314,12,160000.0,7,6,0
14315,10,30000.0,22,5,1
14317,11,82000.0,16,5,1
14318,17,25872.0,15,4,0
14319,5,162000.0,3,6,0
14320,2,75000.0,17,4,0
14321,3,135000.0,20,2,1
14322,3,8472.0,14,3,1
14323,13,47184.0,15,5,1
14324,37,77556.0,10,1,1
14325,11,25944.0,13,6,1
14326,5,110000.0,17,3,0
14327,10,75000.0,15,8,1
14328,13,47648.0,32,12,1
14329,28,112080.0,22,3,1
14330,13,200000.0,16,6,1
14331,0,31128.0,7,2,0
14332,5,96000.0,6,4,0
14333,6,11532.0,7,6,1
14334,5,98000.0,13,20,0
14335,10,120000.0,13,4,1
14337,5,11676.0,23,10,0
14340,5,66305.0,13,2,0
14341,16,140000.0,17,2,0
14342,14,91128.0,8,17,0
14343,4,21708.0,12,1,1
14344,2,3156.0,11,2,1
14345,6,125000.0,11,1,0
14346,27,4428.0,11,5,0
14347,6,16752.0,16,4,1
14349,16,90000.0,11,9,1
14350,5,10548.0,37,3,1
14351,2,40000.0,16,6,1
14352,6,34904.0,21,5,1
14353,6,50000.0,11,4,1
14354,3,150000.0,19,8,1
14356,10,105000.0,29,4,1
14357,14,172803.0,13,12,1
14358,9,75669.0,9,6,0
14360,10,51887.0,16,5,1
14361,10,75631.0,14,3,1
14362,18,85000.0,28,4,1
14365,8,200000.0,7,2,0
14366,5,37620.0,9,5,0
14367,5,12924.0,14,2,1
14368,1,30250.0,9,4,1
14369,9,28440.0,10,5,1
14370,16,59454.0,15,1,0
14372,5,10000.0,21,15,1
14373,18,59676.0,14,3,1
14374,8,130000.0,16,4,1
14375,23,105000.0,12,17,1
14376,2,3684.0,9,3,0
14377,0,15180.0,24,1,1
14378,24,90000.0,18,11,0
14379,10,15564.0,12,11,1
